week_sort,value,type,Season,Age Group
År 2 uge 03,0.98,incidens,2017/2018,06. 6-14 år
År 2 uge 03,0.83,incidens,2018/2019,06. 6-14 år
År 2 uge 03,0.84,incidens,2019/2020,06. 6-14 år
År 2 uge 03,0.0,incidens,2020/2021,06. 6-14 år
År 2 uge 03,0.17,incidens,2021/2022,06. 6-14 år
År 2 uge 03,0.52,incidens,2022/2023,06. 6-14 år
År 2 uge 04,0.32,incidens,2015/2016,06. 6-14 år
År 2 uge 04,0.81,incidens,2016/2017,06. 6-14 år
År 2 uge 04,0.82,incidens,2017/2018,06. 6-14 år
År 2 uge 04,0.17,incidens,2018/2019,06. 6-14 år
År 2 uge 04,1.01,incidens,2019/2020,06. 6-14 år
År 2 uge 04,0.0,incidens,2020/2021,06. 6-14 år
År 2 uge 04,0.0,incidens,2021/2022,06. 6-14 år
År 2 uge 04,0.87,incidens,2022/2023,06. 6-14 år
År 2 uge 05,0.32,incidens,2015/2016,06. 6-14 år
År 2 uge 05,0.81,incidens,2016/2017,06. 6-14 år
År 2 uge 05,1.31,incidens,2017/2018,06. 6-14 år
År 2 uge 05,3.15,incidens,2018/2019,06. 6-14 år
År 2 uge 05,0.51,incidens,2019/2020,06. 6-14 år
År 2 uge 05,0.0,incidens,2020/2021,06. 6-14 år
År 2 uge 05,0.0,incidens,2021/2022,06. 6-14 år
År 2 uge 05,0.0,incidens,2022/2023,06. 6-14 år
År 2 uge 06,1.29,incidens,2015/2016,06. 6-14 år
År 2 uge 06,0.81,incidens,2016/2017,06. 6-14 år
År 2 uge 06,2.13,incidens,2017/2018,06. 6-14 år
År 2 uge 06,1.0,incidens,2018/2019,06. 6-14 år
År 2 uge 06,0.84,incidens,2019/2020,06. 6-14 år
År 2 uge 06,0.0,incidens,2020/2021,06. 6-14 år
År 2 uge 06,0.17,incidens,2021/2022,06. 6-14 år
År 2 uge 06,0.87,incidens,2022/2023,06. 6-14 år
År 2 uge 07,0.64,incidens,2015/2016,06. 6-14 år
År 2 uge 07,0.49,incidens,2016/2017,06. 6-14 år
År 2 uge 07,1.47,incidens,2017/2018,06. 6-14 år
År 2 uge 07,0.5,incidens,2018/2019,06. 6-14 år
År 2 uge 07,0.67,incidens,2019/2020,06. 6-14 år
År 2 uge 07,0.0,incidens,2020/2021,06. 6-14 år
År 2 uge 07,0.0,incidens,2021/2022,06. 6-14 år
År 2 uge 07,0.35,incidens,2022/2023,06. 6-14 år
År 2 uge 08,1.13,incidens,2015/2016,06. 6-14 år
År 2 uge 08,1.13,incidens,2016/2017,06. 6-14 år
År 2 uge 08,2.13,incidens,2017/2018,06. 6-14 år
År 2 uge 08,1.66,incidens,2018/2019,06. 6-14 år
År 2 uge 08,0.84,incidens,2019/2020,06. 6-14 år
År 2 uge 08,0.0,incidens,2020/2021,06. 6-14 år
År 2 uge 08,0.0,incidens,2021/2022,06. 6-14 år
År 2 uge 08,0.17,incidens,2022/2023,06. 6-14 år
År 2 uge 09,0.48,incidens,2015/2016,06. 6-14 år
År 2 uge 09,0.32,incidens,2016/2017,06. 6-14 år
År 2 uge 09,1.64,incidens,2017/2018,06. 6-14 år
År 2 uge 09,1.33,incidens,2018/2019,06. 6-14 år
År 2 uge 09,1.52,incidens,2019/2020,06. 6-14 år
År 2 uge 09,0.0,incidens,2020/2021,06. 6-14 år
År 2 uge 09,0.0,incidens,2021/2022,06. 6-14 år
År 2 uge 10,0.48,incidens,2015/2016,06. 6-14 år
År 2 uge 10,0.32,incidens,2016/2017,06. 6-14 år
År 2 uge 10,0.82,incidens,2017/2018,06. 6-14 år
År 2 uge 10,0.83,incidens,2018/2019,06. 6-14 år
År 2 uge 10,1.18,incidens,2019/2020,06. 6-14 år
År 2 uge 10,0.0,incidens,2020/2021,06. 6-14 år
År 2 uge 10,0.17,incidens,2021/2022,06. 6-14 år
År 2 uge 11,0.64,incidens,2015/2016,06. 6-14 år
År 2 uge 11,0.32,incidens,2016/2017,06. 6-14 år
År 2 uge 11,0.49,incidens,2017/2018,06. 6-14 år
År 2 uge 11,0.17,incidens,2018/2019,06. 6-14 år
År 2 uge 11,1.01,incidens,2019/2020,06. 6-14 år
År 2 uge 11,0.0,incidens,2020/2021,06. 6-14 år
År 2 uge 11,0.0,incidens,2021/2022,06. 6-14 år
År 2 uge 12,0.0,incidens,2015/2016,06. 6-14 år
År 2 uge 12,0.0,incidens,2016/2017,06. 6-14 år
År 2 uge 12,1.48,incidens,2017/2018,06. 6-14 år
År 2 uge 12,1.0,incidens,2018/2019,06. 6-14 år
År 2 uge 12,0.17,incidens,2019/2020,06. 6-14 år
År 2 uge 12,0.0,incidens,2020/2021,06. 6-14 år
År 2 uge 12,0.0,incidens,2021/2022,06. 6-14 år
År 2 uge 13,0.0,incidens,2015/2016,06. 6-14 år
År 2 uge 13,0.32,incidens,2016/2017,06. 6-14 år
År 2 uge 13,0.82,incidens,2017/2018,06. 6-14 år
År 2 uge 13,1.0,incidens,2018/2019,06. 6-14 år
År 2 uge 13,0.0,incidens,2019/2020,06. 6-14 år
År 2 uge 13,0.0,incidens,2020/2021,06. 6-14 år
År 2 uge 13,0.17,incidens,2021/2022,06. 6-14 år
År 2 uge 14,0.0,incidens,2015/2016,06. 6-14 år
År 2 uge 14,0.32,incidens,2016/2017,06. 6-14 år
År 2 uge 14,0.33,incidens,2017/2018,06. 6-14 år
År 2 uge 14,0.17,incidens,2018/2019,06. 6-14 år
År 2 uge 14,0.0,incidens,2019/2020,06. 6-14 år
År 2 uge 14,0.0,incidens,2020/2021,06. 6-14 år
År 2 uge 14,0.0,incidens,2021/2022,06. 6-14 år
År 2 uge 15,0.0,incidens,2015/2016,06. 6-14 år
År 2 uge 15,0.0,incidens,2016/2017,06. 6-14 år
År 2 uge 15,0.16,incidens,2017/2018,06. 6-14 år
År 2 uge 15,0.5,incidens,2018/2019,06. 6-14 år
År 2 uge 15,0.0,incidens,2019/2020,06. 6-14 år
År 2 uge 15,0.0,incidens,2020/2021,06. 6-14 år
År 2 uge 15,0.17,incidens,2021/2022,06. 6-14 år
År 2 uge 16,0.0,incidens,2015/2016,06. 6-14 år
År 2 uge 16,0.0,incidens,2016/2017,06. 6-14 år
År 2 uge 16,0.16,incidens,2017/2018,06. 6-14 år
År 2 uge 16,0.0,incidens,2018/2019,06. 6-14 år
År 2 uge 16,0.0,incidens,2019/2020,06. 6-14 år
År 2 uge 16,0.0,incidens,2020/2021,06. 6-14 år
År 2 uge 16,0.17,incidens,2021/2022,06. 6-14 år
År 2 uge 17,0.0,incidens,2015/2016,06. 6-14 år
År 2 uge 17,0.0,incidens,2016/2017,06. 6-14 år
År 2 uge 17,0.0,incidens,2017/2018,06. 6-14 år
År 2 uge 17,0.0,incidens,2018/2019,06. 6-14 år
År 2 uge 17,0.0,incidens,2019/2020,06. 6-14 år
År 2 uge 17,0.0,incidens,2020/2021,06. 6-14 år
År 2 uge 17,0.0,incidens,2021/2022,06. 6-14 år
År 2 uge 18,0.0,incidens,2015/2016,06. 6-14 år
År 2 uge 18,0.0,incidens,2016/2017,06. 6-14 år
År 2 uge 18,0.0,incidens,2017/2018,06. 6-14 år
År 2 uge 18,0.0,incidens,2018/2019,06. 6-14 år
År 2 uge 18,0.0,incidens,2019/2020,06. 6-14 år
År 2 uge 18,0.0,incidens,2020/2021,06. 6-14 år
År 2 uge 18,0.0,incidens,2021/2022,06. 6-14 år
År 2 uge 19,0.0,incidens,2015/2016,06. 6-14 år
År 2 uge 19,0.0,incidens,2016/2017,06. 6-14 år
År 2 uge 19,0.0,incidens,2017/2018,06. 6-14 år
År 2 uge 19,0.0,incidens,2018/2019,06. 6-14 år
År 2 uge 19,0.0,incidens,2019/2020,06. 6-14 år
År 2 uge 19,0.0,incidens,2020/2021,06. 6-14 år
År 2 uge 19,0.0,incidens,2021/2022,06. 6-14 år
År 2 uge 20,0.0,incidens,2015/2016,06. 6-14 år
År 2 uge 20,0.0,incidens,2016/2017,06. 6-14 år
År 2 uge 20,0.0,incidens,2017/2018,06. 6-14 år
År 2 uge 20,0.0,incidens,2018/2019,06. 6-14 år
År 2 uge 20,0.0,incidens,2019/2020,06. 6-14 år
År 2 uge 20,0.0,incidens,2020/2021,06. 6-14 år
År 2 uge 20,0.0,incidens,2021/2022,06. 6-14 år
År 1 uge 21,0.0,cases,2016/2017,07. 15-44 år
År 1 uge 21,0.0,cases,2017/2018,07. 15-44 år
År 1 uge 21,0.0,cases,2018/2019,07. 15-44 år
År 1 uge 21,0.0,cases,2019/2020,07. 15-44 år
År 1 uge 21,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 21,0.0,cases,2021/2022,07. 15-44 år
År 1 uge 21,0.0,cases,2022/2023,07. 15-44 år
År 1 uge 22,0.0,cases,2016/2017,07. 15-44 år
År 1 uge 22,0.0,cases,2017/2018,07. 15-44 år
År 1 uge 22,0.0,cases,2018/2019,07. 15-44 år
År 1 uge 22,0.0,cases,2019/2020,07. 15-44 år
År 1 uge 22,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 22,0.0,cases,2021/2022,07. 15-44 år
År 1 uge 22,0.0,cases,2022/2023,07. 15-44 år
År 1 uge 23,0.0,cases,2016/2017,07. 15-44 år
År 1 uge 23,0.0,cases,2017/2018,07. 15-44 år
År 1 uge 23,1.0,cases,2018/2019,07. 15-44 år
År 1 uge 23,0.0,cases,2019/2020,07. 15-44 år
År 1 uge 23,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 23,0.0,cases,2021/2022,07. 15-44 år
År 1 uge 23,0.0,cases,2022/2023,07. 15-44 år
År 1 uge 24,0.0,cases,2016/2017,07. 15-44 år
År 1 uge 24,0.0,cases,2017/2018,07. 15-44 år
År 1 uge 24,0.0,cases,2018/2019,07. 15-44 år
År 1 uge 24,0.0,cases,2019/2020,07. 15-44 år
År 1 uge 24,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 24,0.0,cases,2021/2022,07. 15-44 år
År 1 uge 24,2.0,cases,2022/2023,07. 15-44 år
År 1 uge 25,0.0,cases,2016/2017,07. 15-44 år
År 1 uge 25,0.0,cases,2017/2018,07. 15-44 år
År 1 uge 25,0.0,cases,2018/2019,07. 15-44 år
År 1 uge 25,0.0,cases,2019/2020,07. 15-44 år
År 1 uge 25,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 25,1.0,cases,2021/2022,07. 15-44 år
År 1 uge 25,0.0,cases,2022/2023,07. 15-44 år
År 1 uge 26,0.0,cases,2016/2017,07. 15-44 år
År 1 uge 26,0.0,cases,2017/2018,07. 15-44 år
År 1 uge 26,0.0,cases,2018/2019,07. 15-44 år
År 1 uge 26,0.0,cases,2019/2020,07. 15-44 år
År 1 uge 26,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 26,0.0,cases,2021/2022,07. 15-44 år
År 1 uge 26,1.0,cases,2022/2023,07. 15-44 år
År 1 uge 27,0.0,cases,2016/2017,07. 15-44 år
År 1 uge 27,0.0,cases,2017/2018,07. 15-44 år
År 1 uge 27,0.0,cases,2018/2019,07. 15-44 år
År 1 uge 27,0.0,cases,2019/2020,07. 15-44 år
År 1 uge 27,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 27,2.0,cases,2021/2022,07. 15-44 år
År 1 uge 27,1.0,cases,2022/2023,07. 15-44 år
År 1 uge 28,0.0,cases,2016/2017,07. 15-44 år
År 1 uge 28,0.0,cases,2017/2018,07. 15-44 år
År 1 uge 28,0.0,cases,2018/2019,07. 15-44 år
År 1 uge 28,0.0,cases,2019/2020,07. 15-44 år
År 1 uge 28,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 28,0.0,cases,2021/2022,07. 15-44 år
År 1 uge 28,2.0,cases,2022/2023,07. 15-44 år
År 1 uge 29,0.0,cases,2016/2017,07. 15-44 år
År 1 uge 29,0.0,cases,2017/2018,07. 15-44 år
År 1 uge 29,1.0,cases,2018/2019,07. 15-44 år
År 1 uge 29,0.0,cases,2019/2020,07. 15-44 år
År 1 uge 29,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 29,3.0,cases,2021/2022,07. 15-44 år
År 1 uge 29,0.0,cases,2022/2023,07. 15-44 år
År 1 uge 30,0.0,cases,2016/2017,07. 15-44 år
År 1 uge 30,0.0,cases,2017/2018,07. 15-44 år
År 1 uge 30,0.0,cases,2018/2019,07. 15-44 år
År 1 uge 30,0.0,cases,2019/2020,07. 15-44 år
År 1 uge 30,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 30,4.0,cases,2021/2022,07. 15-44 år
År 1 uge 30,1.0,cases,2022/2023,07. 15-44 år
År 1 uge 31,1.0,cases,2016/2017,07. 15-44 år
År 1 uge 31,0.0,cases,2017/2018,07. 15-44 år
År 1 uge 31,0.0,cases,2018/2019,07. 15-44 år
År 1 uge 31,0.0,cases,2019/2020,07. 15-44 år
År 1 uge 31,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 31,1.0,cases,2021/2022,07. 15-44 år
År 1 uge 31,3.0,cases,2022/2023,07. 15-44 år
År 1 uge 32,0.0,cases,2016/2017,07. 15-44 år
År 1 uge 32,0.0,cases,2017/2018,07. 15-44 år
År 1 uge 32,0.0,cases,2018/2019,07. 15-44 år
År 1 uge 32,0.0,cases,2019/2020,07. 15-44 år
År 1 uge 32,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 32,4.0,cases,2021/2022,07. 15-44 år
År 1 uge 32,3.0,cases,2022/2023,07. 15-44 år
År 1 uge 33,0.0,cases,2016/2017,07. 15-44 år
År 1 uge 33,0.0,cases,2017/2018,07. 15-44 år
År 1 uge 33,0.0,cases,2018/2019,07. 15-44 år
År 1 uge 33,0.0,cases,2019/2020,07. 15-44 år
År 1 uge 33,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 33,8.0,cases,2021/2022,07. 15-44 år
År 1 uge 33,2.0,cases,2022/2023,07. 15-44 år
År 1 uge 34,0.0,cases,2016/2017,07. 15-44 år
År 1 uge 34,0.0,cases,2017/2018,07. 15-44 år
År 1 uge 34,0.0,cases,2018/2019,07. 15-44 år
År 1 uge 34,0.0,cases,2019/2020,07. 15-44 år
År 1 uge 34,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 34,16.0,cases,2021/2022,07. 15-44 år
År 1 uge 34,2.0,cases,2022/2023,07. 15-44 år
År 1 uge 35,0.0,cases,2016/2017,07. 15-44 år
År 1 uge 35,0.0,cases,2017/2018,07. 15-44 år
År 1 uge 35,0.0,cases,2018/2019,07. 15-44 år
År 1 uge 35,0.0,cases,2019/2020,07. 15-44 år
År 1 uge 35,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 35,16.0,cases,2021/2022,07. 15-44 år
År 1 uge 35,2.0,cases,2022/2023,07. 15-44 år
År 1 uge 36,0.0,cases,2016/2017,07. 15-44 år
År 1 uge 36,0.0,cases,2017/2018,07. 15-44 år
År 1 uge 36,0.0,cases,2018/2019,07. 15-44 år
År 1 uge 36,0.0,cases,2019/2020,07. 15-44 år
År 1 uge 36,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 36,41.0,cases,2021/2022,07. 15-44 år
År 1 uge 36,5.0,cases,2022/2023,07. 15-44 år
År 1 uge 37,0.0,cases,2016/2017,07. 15-44 år
År 1 uge 37,0.0,cases,2017/2018,07. 15-44 år
År 1 uge 37,0.0,cases,2018/2019,07. 15-44 år
År 1 uge 37,0.0,cases,2019/2020,07. 15-44 år
År 1 uge 37,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 37,60.0,cases,2021/2022,07. 15-44 år
År 1 uge 37,6.0,cases,2022/2023,07. 15-44 år
År 1 uge 38,1.0,cases,2016/2017,07. 15-44 år
År 1 uge 38,0.0,cases,2017/2018,07. 15-44 år
År 1 uge 38,0.0,cases,2018/2019,07. 15-44 år
År 1 uge 38,0.0,cases,2019/2020,07. 15-44 år
År 1 uge 38,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 38,38.0,cases,2021/2022,07. 15-44 år
År 1 uge 38,4.0,cases,2022/2023,07. 15-44 år
År 1 uge 39,1.0,cases,2016/2017,07. 15-44 år
År 1 uge 39,1.0,cases,2017/2018,07. 15-44 år
År 1 uge 39,0.0,cases,2018/2019,07. 15-44 år
År 1 uge 39,0.0,cases,2019/2020,07. 15-44 år
År 1 uge 39,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 39,53.0,cases,2021/2022,07. 15-44 år
År 1 uge 39,17.0,cases,2022/2023,07. 15-44 år
År 1 uge 40,0.0,cases,2015/2016,07. 15-44 år
År 1 uge 40,0.0,cases,2016/2017,07. 15-44 år
År 1 uge 40,0.0,cases,2017/2018,07. 15-44 år
År 1 uge 40,0.0,cases,2018/2019,07. 15-44 år
År 1 uge 40,0.0,cases,2019/2020,07. 15-44 år
År 1 uge 40,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 40,40.0,cases,2021/2022,07. 15-44 år
År 1 uge 40,18.0,cases,2022/2023,07. 15-44 år
År 1 uge 41,0.0,cases,2015/2016,07. 15-44 år
År 1 uge 41,1.0,cases,2016/2017,07. 15-44 år
År 1 uge 41,0.0,cases,2017/2018,07. 15-44 år
År 1 uge 41,0.0,cases,2018/2019,07. 15-44 år
År 1 uge 41,0.0,cases,2019/2020,07. 15-44 år
År 1 uge 41,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 41,48.0,cases,2021/2022,07. 15-44 år
År 1 uge 41,28.0,cases,2022/2023,07. 15-44 år
År 1 uge 42,0.0,cases,2015/2016,07. 15-44 år
År 1 uge 42,0.0,cases,2016/2017,07. 15-44 år
År 1 uge 42,0.0,cases,2017/2018,07. 15-44 år
År 1 uge 42,0.0,cases,2018/2019,07. 15-44 år
År 1 uge 42,1.0,cases,2019/2020,07. 15-44 år
År 1 uge 42,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 42,27.0,cases,2021/2022,07. 15-44 år
År 1 uge 42,31.0,cases,2022/2023,07. 15-44 år
År 1 uge 43,0.0,cases,2015/2016,07. 15-44 år
År 1 uge 43,0.0,cases,2016/2017,07. 15-44 år
År 1 uge 43,0.0,cases,2017/2018,07. 15-44 år
År 1 uge 43,0.0,cases,2018/2019,07. 15-44 år
År 1 uge 43,2.0,cases,2019/2020,07. 15-44 år
År 1 uge 43,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 43,25.0,cases,2021/2022,07. 15-44 år
År 1 uge 43,36.0,cases,2022/2023,07. 15-44 år
År 1 uge 44,0.0,cases,2015/2016,07. 15-44 år
År 1 uge 44,1.0,cases,2016/2017,07. 15-44 år
År 1 uge 44,1.0,cases,2017/2018,07. 15-44 år
År 1 uge 44,0.0,cases,2018/2019,07. 15-44 år
År 1 uge 44,1.0,cases,2019/2020,07. 15-44 år
År 1 uge 44,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 44,23.0,cases,2021/2022,07. 15-44 år
År 1 uge 44,36.0,cases,2022/2023,07. 15-44 år
År 1 uge 45,0.0,cases,2015/2016,07. 15-44 år
År 1 uge 45,1.0,cases,2016/2017,07. 15-44 år
År 1 uge 45,0.0,cases,2017/2018,07. 15-44 år
År 1 uge 45,0.0,cases,2018/2019,07. 15-44 år
År 1 uge 45,1.0,cases,2019/2020,07. 15-44 år
År 1 uge 45,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 45,38.0,cases,2021/2022,07. 15-44 år
År 1 uge 45,57.0,cases,2022/2023,07. 15-44 år
År 1 uge 46,0.0,cases,2015/2016,07. 15-44 år
År 1 uge 46,2.0,cases,2016/2017,07. 15-44 år
År 1 uge 46,0.0,cases,2017/2018,07. 15-44 år
År 1 uge 46,1.0,cases,2018/2019,07. 15-44 år
År 1 uge 46,2.0,cases,2019/2020,07. 15-44 år
År 1 uge 46,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 46,34.0,cases,2021/2022,07. 15-44 år
År 1 uge 46,64.0,cases,2022/2023,07. 15-44 år
År 1 uge 47,0.0,cases,2015/2016,07. 15-44 år
År 1 uge 47,0.0,cases,2016/2017,07. 15-44 år
År 1 uge 47,2.0,cases,2017/2018,07. 15-44 år
År 1 uge 47,1.0,cases,2018/2019,07. 15-44 år
År 1 uge 47,1.0,cases,2019/2020,07. 15-44 år
År 1 uge 47,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 47,32.0,cases,2021/2022,07. 15-44 år
År 1 uge 47,56.0,cases,2022/2023,07. 15-44 år
År 1 uge 48,0.0,cases,2015/2016,07. 15-44 år
År 1 uge 48,2.0,cases,2016/2017,07. 15-44 år
År 1 uge 48,1.0,cases,2017/2018,07. 15-44 år
År 1 uge 48,2.0,cases,2018/2019,07. 15-44 år
År 1 uge 48,3.0,cases,2019/2020,07. 15-44 år
År 1 uge 48,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 48,16.0,cases,2021/2022,07. 15-44 år
År 1 uge 48,57.0,cases,2022/2023,07. 15-44 år
År 1 uge 49,1.0,cases,2015/2016,07. 15-44 år
År 1 uge 49,2.0,cases,2016/2017,07. 15-44 år
År 1 uge 49,0.0,cases,2017/2018,07. 15-44 år
År 1 uge 49,1.0,cases,2018/2019,07. 15-44 år
År 1 uge 49,9.0,cases,2019/2020,07. 15-44 år
År 1 uge 49,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 49,15.0,cases,2021/2022,07. 15-44 år
År 1 uge 49,45.0,cases,2022/2023,07. 15-44 år
År 1 uge 50,0.0,cases,2015/2016,07. 15-44 år
År 1 uge 50,6.0,cases,2016/2017,07. 15-44 år
År 1 uge 50,2.0,cases,2017/2018,07. 15-44 år
År 1 uge 50,2.0,cases,2018/2019,07. 15-44 år
År 1 uge 50,8.0,cases,2019/2020,07. 15-44 år
År 1 uge 50,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 50,10.0,cases,2021/2022,07. 15-44 år
År 1 uge 50,45.0,cases,2022/2023,07. 15-44 år
År 1 uge 51,1.0,cases,2015/2016,07. 15-44 år
År 1 uge 51,2.0,cases,2016/2017,07. 15-44 år
År 1 uge 51,4.0,cases,2017/2018,07. 15-44 år
År 1 uge 51,3.0,cases,2018/2019,07. 15-44 år
År 1 uge 51,17.0,cases,2019/2020,07. 15-44 år
År 1 uge 51,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 51,6.0,cases,2021/2022,07. 15-44 år
År 1 uge 51,38.0,cases,2022/2023,07. 15-44 år
År 1 uge 52,1.0,cases,2015/2016,07. 15-44 år
År 1 uge 52,1.0,cases,2016/2017,07. 15-44 år
År 1 uge 52,2.0,cases,2017/2018,07. 15-44 år
År 1 uge 52,5.0,cases,2018/2019,07. 15-44 år
År 1 uge 52,9.0,cases,2019/2020,07. 15-44 år
År 1 uge 52,0.0,cases,2020/2021,07. 15-44 år
År 1 uge 52,8.0,cases,2021/2022,07. 15-44 år
År 1 uge 52,29.0,cases,2022/2023,07. 15-44 år
År 1 uge 53,1.0,cases,2015/2016,07. 15-44 år
År 1 uge 53,0.0,cases,2020/2021,07. 15-44 år
År 2 uge 01,2.0,cases,2015/2016,07. 15-44 år
År 2 uge 01,8.0,cases,2016/2017,07. 15-44 år
År 2 uge 01,7.0,cases,2017/2018,07. 15-44 år
År 2 uge 01,7.0,cases,2018/2019,07. 15-44 år
År 2 uge 01,12.0,cases,2019/2020,07. 15-44 år
År 2 uge 01,0.0,cases,2020/2021,07. 15-44 år
År 2 uge 01,5.0,cases,2021/2022,07. 15-44 år
År 2 uge 01,34.0,cases,2022/2023,07. 15-44 år
År 2 uge 02,3.0,cases,2015/2016,07. 15-44 år
År 2 uge 02,9.0,cases,2016/2017,07. 15-44 år
År 2 uge 02,8.0,cases,2017/2018,07. 15-44 år
År 2 uge 02,8.0,cases,2018/2019,07. 15-44 år
År 2 uge 02,10.0,cases,2019/2020,07. 15-44 år
År 2 uge 02,0.0,cases,2020/2021,07. 15-44 år
År 2 uge 02,1.0,cases,2021/2022,07. 15-44 år
År 2 uge 02,19.0,cases,2022/2023,07. 15-44 år
År 2 uge 03,8.0,cases,2015/2016,07. 15-44 år
År 2 uge 03,6.0,cases,2016/2017,07. 15-44 år
År 2 uge 03,3.0,cases,2017/2018,07. 15-44 år
År 2 uge 03,3.0,cases,2018/2019,07. 15-44 år
År 2 uge 03,19.0,cases,2019/2020,07. 15-44 år
År 2 uge 03,0.0,cases,2020/2021,07. 15-44 år
År 2 uge 03,1.0,cases,2021/2022,07. 15-44 år
År 2 uge 03,12.0,cases,2022/2023,07. 15-44 år
År 2 uge 04,8.0,cases,2015/2016,07. 15-44 år
År 2 uge 04,6.0,cases,2016/2017,07. 15-44 år
År 2 uge 04,11.0,cases,2017/2018,07. 15-44 år
År 2 uge 04,14.0,cases,2018/2019,07. 15-44 år
År 2 uge 04,14.0,cases,2019/2020,07. 15-44 år
År 2 uge 04,0.0,cases,2020/2021,07. 15-44 år
År 2 uge 04,0.0,cases,2021/2022,07. 15-44 år
År 2 uge 04,12.0,cases,2022/2023,07. 15-44 år
År 2 uge 05,9.0,cases,2015/2016,07. 15-44 år
År 2 uge 05,12.0,cases,2016/2017,07. 15-44 år
År 2 uge 05,16.0,cases,2017/2018,07. 15-44 år
År 2 uge 05,14.0,cases,2018/2019,07. 15-44 år
År 2 uge 05,22.0,cases,2019/2020,07. 15-44 år
År 2 uge 05,0.0,cases,2020/2021,07. 15-44 år
År 2 uge 05,1.0,cases,2021/2022,07. 15-44 år
År 2 uge 05,11.0,cases,2022/2023,07. 15-44 år
År 2 uge 06,7.0,cases,2015/2016,07. 15-44 år
År 2 uge 06,12.0,cases,2016/2017,07. 15-44 år
År 2 uge 06,28.0,cases,2017/2018,07. 15-44 år
År 2 uge 06,28.0,cases,2018/2019,07. 15-44 år
År 2 uge 06,15.0,cases,2019/2020,07. 15-44 år
År 2 uge 06,0.0,cases,2020/2021,07. 15-44 år
År 2 uge 06,1.0,cases,2021/2022,07. 15-44 år
År 2 uge 06,7.0,cases,2022/2023,07. 15-44 år
År 2 uge 07,12.0,cases,2015/2016,07. 15-44 år
År 2 uge 07,9.0,cases,2016/2017,07. 15-44 år
År 2 uge 07,20.0,cases,2017/2018,07. 15-44 år
År 2 uge 07,22.0,cases,2018/2019,07. 15-44 år
År 2 uge 07,8.0,cases,2019/2020,07. 15-44 år
År 2 uge 07,0.0,cases,2020/2021,07. 15-44 år
År 2 uge 07,2.0,cases,2021/2022,07. 15-44 år
År 2 uge 07,5.0,cases,2022/2023,07. 15-44 år
År 2 uge 08,11.0,cases,2015/2016,07. 15-44 år
År 2 uge 08,9.0,cases,2016/2017,07. 15-44 år
År 2 uge 08,26.0,cases,2017/2018,07. 15-44 år
År 2 uge 08,28.0,cases,2018/2019,07. 15-44 år
År 2 uge 08,7.0,cases,2019/2020,07. 15-44 år
År 2 uge 08,0.0,cases,2020/2021,07. 15-44 år
År 2 uge 08,1.0,cases,2021/2022,07. 15-44 år
År 2 uge 08,4.0,cases,2022/2023,07. 15-44 år
År 2 uge 09,9.0,cases,2015/2016,07. 15-44 år
År 2 uge 09,7.0,cases,2016/2017,07. 15-44 år
År 2 uge 09,32.0,cases,2017/2018,07. 15-44 år
År 2 uge 09,14.0,cases,2018/2019,07. 15-44 år
År 2 uge 09,19.0,cases,2019/2020,07. 15-44 år
År 2 uge 09,0.0,cases,2020/2021,07. 15-44 år
År 2 uge 09,1.0,cases,2021/2022,07. 15-44 år
År 2 uge 10,3.0,cases,2015/2016,07. 15-44 år
År 2 uge 10,4.0,cases,2016/2017,07. 15-44 år
År 2 uge 10,27.0,cases,2017/2018,07. 15-44 år
År 2 uge 10,18.0,cases,2018/2019,07. 15-44 år
År 2 uge 10,21.0,cases,2019/2020,07. 15-44 år
År 2 uge 10,0.0,cases,2020/2021,07. 15-44 år
