week_sort,value,type,Season,Age Group
År 2 uge 10,218.0,tested,2018/2019,09. 65-74 år
År 2 uge 10,296.0,tested,2019/2020,09. 65-74 år
År 2 uge 10,168.0,tested,2020/2021,09. 65-74 år
År 2 uge 10,334.0,tested,2021/2022,09. 65-74 år
År 2 uge 11,112.0,tested,2015/2016,09. 65-74 år
År 2 uge 11,82.0,tested,2016/2017,09. 65-74 år
År 2 uge 11,405.0,tested,2017/2018,09. 65-74 år
År 2 uge 11,194.0,tested,2018/2019,09. 65-74 år
År 2 uge 11,476.0,tested,2019/2020,09. 65-74 år
År 2 uge 11,132.0,tested,2020/2021,09. 65-74 år
År 2 uge 11,436.0,tested,2021/2022,09. 65-74 år
År 2 uge 12,108.0,tested,2015/2016,09. 65-74 år
År 2 uge 12,78.0,tested,2016/2017,09. 65-74 år
År 2 uge 12,398.0,tested,2017/2018,09. 65-74 år
År 2 uge 12,170.0,tested,2018/2019,09. 65-74 år
År 2 uge 12,534.0,tested,2019/2020,09. 65-74 år
År 2 uge 12,145.0,tested,2020/2021,09. 65-74 år
År 2 uge 12,552.0,tested,2021/2022,09. 65-74 år
År 2 uge 13,107.0,tested,2015/2016,09. 65-74 år
År 2 uge 13,68.0,tested,2016/2017,09. 65-74 år
År 2 uge 13,369.0,tested,2017/2018,09. 65-74 år
År 2 uge 13,157.0,tested,2018/2019,09. 65-74 år
År 2 uge 13,604.0,tested,2019/2020,09. 65-74 år
År 2 uge 13,110.0,tested,2020/2021,09. 65-74 år
År 2 uge 13,505.0,tested,2021/2022,09. 65-74 år
År 2 uge 14,67.0,tested,2015/2016,09. 65-74 år
År 2 uge 14,56.0,tested,2016/2017,09. 65-74 år
År 2 uge 14,312.0,tested,2017/2018,09. 65-74 år
År 2 uge 14,134.0,tested,2018/2019,09. 65-74 år
År 2 uge 14,555.0,tested,2019/2020,09. 65-74 år
År 2 uge 14,118.0,tested,2020/2021,09. 65-74 år
År 2 uge 14,616.0,tested,2021/2022,09. 65-74 år
År 2 uge 15,45.0,tested,2015/2016,09. 65-74 år
År 2 uge 15,44.0,tested,2016/2017,09. 65-74 år
År 2 uge 15,238.0,tested,2017/2018,09. 65-74 år
År 2 uge 15,140.0,tested,2018/2019,09. 65-74 år
År 2 uge 15,209.0,tested,2019/2020,09. 65-74 år
År 2 uge 15,118.0,tested,2020/2021,09. 65-74 år
År 2 uge 15,431.0,tested,2021/2022,09. 65-74 år
År 2 uge 16,49.0,tested,2015/2016,09. 65-74 år
År 2 uge 16,41.0,tested,2016/2017,09. 65-74 år
År 2 uge 16,154.0,tested,2017/2018,09. 65-74 år
År 2 uge 16,110.0,tested,2018/2019,09. 65-74 år
År 2 uge 16,148.0,tested,2019/2020,09. 65-74 år
År 2 uge 16,118.0,tested,2020/2021,09. 65-74 år
År 2 uge 16,438.0,tested,2021/2022,09. 65-74 år
År 2 uge 17,42.0,tested,2015/2016,09. 65-74 år
År 2 uge 17,56.0,tested,2016/2017,09. 65-74 år
År 2 uge 17,111.0,tested,2017/2018,09. 65-74 år
År 2 uge 17,126.0,tested,2018/2019,09. 65-74 år
År 2 uge 17,126.0,tested,2019/2020,09. 65-74 år
År 2 uge 17,128.0,tested,2020/2021,09. 65-74 år
År 2 uge 17,396.0,tested,2021/2022,09. 65-74 år
År 2 uge 18,25.0,tested,2015/2016,09. 65-74 år
År 2 uge 18,30.0,tested,2016/2017,09. 65-74 år
År 2 uge 18,98.0,tested,2017/2018,09. 65-74 år
År 2 uge 18,76.0,tested,2018/2019,09. 65-74 år
År 2 uge 18,98.0,tested,2019/2020,09. 65-74 år
År 2 uge 18,116.0,tested,2020/2021,09. 65-74 år
År 2 uge 18,367.0,tested,2021/2022,09. 65-74 år
År 2 uge 19,32.0,tested,2015/2016,09. 65-74 år
År 2 uge 19,36.0,tested,2016/2017,09. 65-74 år
År 2 uge 19,82.0,tested,2017/2018,09. 65-74 år
År 2 uge 19,65.0,tested,2018/2019,09. 65-74 år
År 2 uge 19,60.0,tested,2019/2020,09. 65-74 år
År 2 uge 19,131.0,tested,2020/2021,09. 65-74 år
År 2 uge 19,291.0,tested,2021/2022,09. 65-74 år
År 2 uge 20,25.0,tested,2015/2016,09. 65-74 år
År 2 uge 20,29.0,tested,2016/2017,09. 65-74 år
År 2 uge 20,45.0,tested,2017/2018,09. 65-74 år
År 2 uge 20,50.0,tested,2018/2019,09. 65-74 år
År 2 uge 20,71.0,tested,2019/2020,09. 65-74 år
År 2 uge 20,120.0,tested,2020/2021,09. 65-74 år
År 2 uge 20,368.0,tested,2021/2022,09. 65-74 år
År 1 uge 21,0.0,admissions,2016/2017,09. 65-74 år
År 1 uge 21,2.0,admissions,2017/2018,09. 65-74 år
År 1 uge 21,0.0,admissions,2018/2019,09. 65-74 år
År 1 uge 21,1.0,admissions,2019/2020,09. 65-74 år
År 1 uge 21,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 21,0.0,admissions,2021/2022,09. 65-74 år
År 1 uge 21,0.0,admissions,2022/2023,09. 65-74 år
År 1 uge 22,1.0,admissions,2016/2017,09. 65-74 år
År 1 uge 22,0.0,admissions,2017/2018,09. 65-74 år
År 1 uge 22,0.0,admissions,2018/2019,09. 65-74 år
År 1 uge 22,0.0,admissions,2019/2020,09. 65-74 år
År 1 uge 22,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 22,0.0,admissions,2021/2022,09. 65-74 år
År 1 uge 22,0.0,admissions,2022/2023,09. 65-74 år
År 1 uge 23,0.0,admissions,2016/2017,09. 65-74 år
År 1 uge 23,0.0,admissions,2017/2018,09. 65-74 år
År 1 uge 23,1.0,admissions,2018/2019,09. 65-74 år
År 1 uge 23,0.0,admissions,2019/2020,09. 65-74 år
År 1 uge 23,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 23,0.0,admissions,2021/2022,09. 65-74 år
År 1 uge 23,0.0,admissions,2022/2023,09. 65-74 år
År 1 uge 24,0.0,admissions,2016/2017,09. 65-74 år
År 1 uge 24,0.0,admissions,2017/2018,09. 65-74 år
År 1 uge 24,0.0,admissions,2018/2019,09. 65-74 år
År 1 uge 24,0.0,admissions,2019/2020,09. 65-74 år
År 1 uge 24,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 24,0.0,admissions,2021/2022,09. 65-74 år
År 1 uge 24,0.0,admissions,2022/2023,09. 65-74 år
År 1 uge 25,0.0,admissions,2016/2017,09. 65-74 år
År 1 uge 25,0.0,admissions,2017/2018,09. 65-74 år
År 1 uge 25,0.0,admissions,2018/2019,09. 65-74 år
År 1 uge 25,0.0,admissions,2019/2020,09. 65-74 år
År 1 uge 25,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 25,0.0,admissions,2021/2022,09. 65-74 år
År 1 uge 25,0.0,admissions,2022/2023,09. 65-74 år
År 1 uge 26,0.0,admissions,2016/2017,09. 65-74 år
År 1 uge 26,0.0,admissions,2017/2018,09. 65-74 år
År 1 uge 26,0.0,admissions,2018/2019,09. 65-74 år
År 1 uge 26,0.0,admissions,2019/2020,09. 65-74 år
År 1 uge 26,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 26,0.0,admissions,2021/2022,09. 65-74 år
År 1 uge 26,1.0,admissions,2022/2023,09. 65-74 år
År 1 uge 27,0.0,admissions,2016/2017,09. 65-74 år
År 1 uge 27,0.0,admissions,2017/2018,09. 65-74 år
År 1 uge 27,0.0,admissions,2018/2019,09. 65-74 år
År 1 uge 27,0.0,admissions,2019/2020,09. 65-74 år
År 1 uge 27,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 27,1.0,admissions,2021/2022,09. 65-74 år
År 1 uge 27,0.0,admissions,2022/2023,09. 65-74 år
År 1 uge 28,0.0,admissions,2016/2017,09. 65-74 år
År 1 uge 28,0.0,admissions,2017/2018,09. 65-74 år
År 1 uge 28,0.0,admissions,2018/2019,09. 65-74 år
År 1 uge 28,0.0,admissions,2019/2020,09. 65-74 år
År 1 uge 28,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 28,2.0,admissions,2021/2022,09. 65-74 år
År 1 uge 28,0.0,admissions,2022/2023,09. 65-74 år
År 1 uge 29,0.0,admissions,2016/2017,09. 65-74 år
År 1 uge 29,0.0,admissions,2017/2018,09. 65-74 år
År 1 uge 29,0.0,admissions,2018/2019,09. 65-74 år
År 1 uge 29,1.0,admissions,2019/2020,09. 65-74 år
År 1 uge 29,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 29,1.0,admissions,2021/2022,09. 65-74 år
År 1 uge 29,0.0,admissions,2022/2023,09. 65-74 år
År 1 uge 30,0.0,admissions,2016/2017,09. 65-74 år
År 1 uge 30,0.0,admissions,2017/2018,09. 65-74 år
År 1 uge 30,0.0,admissions,2018/2019,09. 65-74 år
År 1 uge 30,1.0,admissions,2019/2020,09. 65-74 år
År 1 uge 30,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 30,1.0,admissions,2021/2022,09. 65-74 år
År 1 uge 30,0.0,admissions,2022/2023,09. 65-74 år
År 1 uge 31,0.0,admissions,2016/2017,09. 65-74 år
År 1 uge 31,0.0,admissions,2017/2018,09. 65-74 år
År 1 uge 31,0.0,admissions,2018/2019,09. 65-74 år
År 1 uge 31,0.0,admissions,2019/2020,09. 65-74 år
År 1 uge 31,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 31,1.0,admissions,2021/2022,09. 65-74 år
År 1 uge 31,1.0,admissions,2022/2023,09. 65-74 år
År 1 uge 32,0.0,admissions,2016/2017,09. 65-74 år
År 1 uge 32,0.0,admissions,2017/2018,09. 65-74 år
År 1 uge 32,0.0,admissions,2018/2019,09. 65-74 år
År 1 uge 32,0.0,admissions,2019/2020,09. 65-74 år
År 1 uge 32,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 32,0.0,admissions,2021/2022,09. 65-74 år
År 1 uge 32,0.0,admissions,2022/2023,09. 65-74 år
År 1 uge 33,0.0,admissions,2016/2017,09. 65-74 år
År 1 uge 33,0.0,admissions,2017/2018,09. 65-74 år
År 1 uge 33,0.0,admissions,2018/2019,09. 65-74 år
År 1 uge 33,0.0,admissions,2019/2020,09. 65-74 år
År 1 uge 33,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 33,0.0,admissions,2021/2022,09. 65-74 år
År 1 uge 33,0.0,admissions,2022/2023,09. 65-74 år
År 1 uge 34,0.0,admissions,2016/2017,09. 65-74 år
År 1 uge 34,0.0,admissions,2017/2018,09. 65-74 år
År 1 uge 34,0.0,admissions,2018/2019,09. 65-74 år
År 1 uge 34,0.0,admissions,2019/2020,09. 65-74 år
År 1 uge 34,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 34,1.0,admissions,2021/2022,09. 65-74 år
År 1 uge 34,2.0,admissions,2022/2023,09. 65-74 år
År 1 uge 35,0.0,admissions,2016/2017,09. 65-74 år
År 1 uge 35,0.0,admissions,2017/2018,09. 65-74 år
År 1 uge 35,0.0,admissions,2018/2019,09. 65-74 år
År 1 uge 35,0.0,admissions,2019/2020,09. 65-74 år
År 1 uge 35,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 35,3.0,admissions,2021/2022,09. 65-74 år
År 1 uge 35,0.0,admissions,2022/2023,09. 65-74 år
År 1 uge 36,0.0,admissions,2016/2017,09. 65-74 år
År 1 uge 36,0.0,admissions,2017/2018,09. 65-74 år
År 1 uge 36,0.0,admissions,2018/2019,09. 65-74 år
År 1 uge 36,0.0,admissions,2019/2020,09. 65-74 år
År 1 uge 36,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 36,2.0,admissions,2021/2022,09. 65-74 år
År 1 uge 36,1.0,admissions,2022/2023,09. 65-74 år
År 1 uge 37,0.0,admissions,2016/2017,09. 65-74 år
År 1 uge 37,0.0,admissions,2017/2018,09. 65-74 år
År 1 uge 37,0.0,admissions,2018/2019,09. 65-74 år
År 1 uge 37,0.0,admissions,2019/2020,09. 65-74 år
År 1 uge 37,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 37,8.0,admissions,2021/2022,09. 65-74 år
År 1 uge 37,4.0,admissions,2022/2023,09. 65-74 år
År 1 uge 38,0.0,admissions,2016/2017,09. 65-74 år
År 1 uge 38,0.0,admissions,2017/2018,09. 65-74 år
År 1 uge 38,0.0,admissions,2018/2019,09. 65-74 år
År 1 uge 38,0.0,admissions,2019/2020,09. 65-74 år
År 1 uge 38,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 38,13.0,admissions,2021/2022,09. 65-74 år
År 1 uge 38,3.0,admissions,2022/2023,09. 65-74 år
År 1 uge 39,0.0,admissions,2016/2017,09. 65-74 år
År 1 uge 39,1.0,admissions,2017/2018,09. 65-74 år
År 1 uge 39,0.0,admissions,2018/2019,09. 65-74 år
År 1 uge 39,0.0,admissions,2019/2020,09. 65-74 år
År 1 uge 39,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 39,19.0,admissions,2021/2022,09. 65-74 år
År 1 uge 39,6.0,admissions,2022/2023,09. 65-74 år
År 1 uge 40,0.0,admissions,2015/2016,09. 65-74 år
År 1 uge 40,0.0,admissions,2016/2017,09. 65-74 år
År 1 uge 40,0.0,admissions,2017/2018,09. 65-74 år
År 1 uge 40,0.0,admissions,2018/2019,09. 65-74 år
År 1 uge 40,0.0,admissions,2019/2020,09. 65-74 år
År 1 uge 40,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 40,30.0,admissions,2021/2022,09. 65-74 år
År 1 uge 40,12.0,admissions,2022/2023,09. 65-74 år
År 1 uge 41,0.0,admissions,2015/2016,09. 65-74 år
År 1 uge 41,0.0,admissions,2016/2017,09. 65-74 år
År 1 uge 41,0.0,admissions,2017/2018,09. 65-74 år
År 1 uge 41,0.0,admissions,2018/2019,09. 65-74 år
År 1 uge 41,0.0,admissions,2019/2020,09. 65-74 år
År 1 uge 41,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 41,19.0,admissions,2021/2022,09. 65-74 år
År 1 uge 41,13.0,admissions,2022/2023,09. 65-74 år
År 1 uge 42,0.0,admissions,2015/2016,09. 65-74 år
År 1 uge 42,1.0,admissions,2016/2017,09. 65-74 år
År 1 uge 42,0.0,admissions,2017/2018,09. 65-74 år
År 1 uge 42,0.0,admissions,2018/2019,09. 65-74 år
År 1 uge 42,0.0,admissions,2019/2020,09. 65-74 år
År 1 uge 42,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 42,13.0,admissions,2021/2022,09. 65-74 år
År 1 uge 42,19.0,admissions,2022/2023,09. 65-74 år
År 1 uge 43,0.0,admissions,2015/2016,09. 65-74 år
År 1 uge 43,0.0,admissions,2016/2017,09. 65-74 år
År 1 uge 43,0.0,admissions,2017/2018,09. 65-74 år
År 1 uge 43,0.0,admissions,2018/2019,09. 65-74 år
År 1 uge 43,0.0,admissions,2019/2020,09. 65-74 år
År 1 uge 43,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 43,20.0,admissions,2021/2022,09. 65-74 år
År 1 uge 43,19.0,admissions,2022/2023,09. 65-74 år
År 1 uge 44,0.0,admissions,2015/2016,09. 65-74 år
År 1 uge 44,1.0,admissions,2016/2017,09. 65-74 år
År 1 uge 44,0.0,admissions,2017/2018,09. 65-74 år
År 1 uge 44,0.0,admissions,2018/2019,09. 65-74 år
År 1 uge 44,1.0,admissions,2019/2020,09. 65-74 år
År 1 uge 44,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 44,15.0,admissions,2021/2022,09. 65-74 år
År 1 uge 44,28.0,admissions,2022/2023,09. 65-74 år
År 1 uge 45,0.0,admissions,2015/2016,09. 65-74 år
År 1 uge 45,0.0,admissions,2016/2017,09. 65-74 år
År 1 uge 45,0.0,admissions,2017/2018,09. 65-74 år
År 1 uge 45,0.0,admissions,2018/2019,09. 65-74 år
År 1 uge 45,1.0,admissions,2019/2020,09. 65-74 år
År 1 uge 45,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 45,15.0,admissions,2021/2022,09. 65-74 år
År 1 uge 45,34.0,admissions,2022/2023,09. 65-74 år
År 1 uge 46,0.0,admissions,2015/2016,09. 65-74 år
År 1 uge 46,0.0,admissions,2016/2017,09. 65-74 år
År 1 uge 46,0.0,admissions,2017/2018,09. 65-74 år
År 1 uge 46,0.0,admissions,2018/2019,09. 65-74 år
År 1 uge 46,4.0,admissions,2019/2020,09. 65-74 år
År 1 uge 46,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 46,7.0,admissions,2021/2022,09. 65-74 år
År 1 uge 46,37.0,admissions,2022/2023,09. 65-74 år
År 1 uge 47,0.0,admissions,2015/2016,09. 65-74 år
År 1 uge 47,2.0,admissions,2016/2017,09. 65-74 år
År 1 uge 47,0.0,admissions,2017/2018,09. 65-74 år
År 1 uge 47,0.0,admissions,2018/2019,09. 65-74 år
År 1 uge 47,2.0,admissions,2019/2020,09. 65-74 år
År 1 uge 47,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 47,6.0,admissions,2021/2022,09. 65-74 år
År 1 uge 47,47.0,admissions,2022/2023,09. 65-74 år
År 1 uge 48,0.0,admissions,2015/2016,09. 65-74 år
År 1 uge 48,2.0,admissions,2016/2017,09. 65-74 år
År 1 uge 48,0.0,admissions,2017/2018,09. 65-74 år
År 1 uge 48,0.0,admissions,2018/2019,09. 65-74 år
År 1 uge 48,1.0,admissions,2019/2020,09. 65-74 år
År 1 uge 48,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 48,7.0,admissions,2021/2022,09. 65-74 år
År 1 uge 48,34.0,admissions,2022/2023,09. 65-74 år
År 1 uge 49,0.0,admissions,2015/2016,09. 65-74 år
År 1 uge 49,0.0,admissions,2016/2017,09. 65-74 år
År 1 uge 49,0.0,admissions,2017/2018,09. 65-74 år
År 1 uge 49,0.0,admissions,2018/2019,09. 65-74 år
År 1 uge 49,4.0,admissions,2019/2020,09. 65-74 år
År 1 uge 49,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 49,8.0,admissions,2021/2022,09. 65-74 år
År 1 uge 49,43.0,admissions,2022/2023,09. 65-74 år
År 1 uge 50,1.0,admissions,2015/2016,09. 65-74 år
År 1 uge 50,6.0,admissions,2016/2017,09. 65-74 år
År 1 uge 50,2.0,admissions,2017/2018,09. 65-74 år
År 1 uge 50,0.0,admissions,2018/2019,09. 65-74 år
År 1 uge 50,2.0,admissions,2019/2020,09. 65-74 år
År 1 uge 50,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 50,4.0,admissions,2021/2022,09. 65-74 år
År 1 uge 50,40.0,admissions,2022/2023,09. 65-74 år
År 1 uge 51,0.0,admissions,2015/2016,09. 65-74 år
År 1 uge 51,4.0,admissions,2016/2017,09. 65-74 år
År 1 uge 51,4.0,admissions,2017/2018,09. 65-74 år
År 1 uge 51,2.0,admissions,2018/2019,09. 65-74 år
År 1 uge 51,5.0,admissions,2019/2020,09. 65-74 år
År 1 uge 51,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 51,5.0,admissions,2021/2022,09. 65-74 år
År 1 uge 51,46.0,admissions,2022/2023,09. 65-74 år
År 1 uge 52,3.0,admissions,2015/2016,09. 65-74 år
År 1 uge 52,3.0,admissions,2016/2017,09. 65-74 år
År 1 uge 52,2.0,admissions,2017/2018,09. 65-74 år
År 1 uge 52,6.0,admissions,2018/2019,09. 65-74 år
År 1 uge 52,9.0,admissions,2019/2020,09. 65-74 år
År 1 uge 52,0.0,admissions,2020/2021,09. 65-74 år
År 1 uge 52,7.0,admissions,2021/2022,09. 65-74 år
År 1 uge 52,39.0,admissions,2022/2023,09. 65-74 år
År 1 uge 53,1.0,admissions,2015/2016,09. 65-74 år
År 1 uge 53,0.0,admissions,2020/2021,09. 65-74 år
År 2 uge 01,2.0,admissions,2015/2016,09. 65-74 år
År 2 uge 01,4.0,admissions,2016/2017,09. 65-74 år
År 2 uge 01,7.0,admissions,2017/2018,09. 65-74 år
År 2 uge 01,5.0,admissions,2018/2019,09. 65-74 år
År 2 uge 01,16.0,admissions,2019/2020,09. 65-74 år
År 2 uge 01,0.0,admissions,2020/2021,09. 65-74 år
År 2 uge 01,2.0,admissions,2021/2022,09. 65-74 år
År 2 uge 01,39.0,admissions,2022/2023,09. 65-74 år
År 2 uge 02,2.0,admissions,2015/2016,09. 65-74 år
År 2 uge 02,8.0,admissions,2016/2017,09. 65-74 år
År 2 uge 02,4.0,admissions,2017/2018,09. 65-74 år
År 2 uge 02,6.0,admissions,2018/2019,09. 65-74 år
År 2 uge 02,12.0,admissions,2019/2020,09. 65-74 år
År 2 uge 02,0.0,admissions,2020/2021,09. 65-74 år
År 2 uge 02,2.0,admissions,2021/2022,09. 65-74 år
År 2 uge 02,19.0,admissions,2022/2023,09. 65-74 år
År 2 uge 03,1.0,admissions,2015/2016,09. 65-74 år
År 2 uge 03,6.0,admissions,2016/2017,09. 65-74 år
År 2 uge 03,5.0,admissions,2017/2018,09. 65-74 år
År 2 uge 03,4.0,admissions,2018/2019,09. 65-74 år
År 2 uge 03,7.0,admissions,2019/2020,09. 65-74 år
År 2 uge 03,0.0,admissions,2020/2021,09. 65-74 år
År 2 uge 03,1.0,admissions,2021/2022,09. 65-74 år
År 2 uge 03,13.0,admissions,2022/2023,09. 65-74 år
År 2 uge 04,2.0,admissions,2015/2016,09. 65-74 år
År 2 uge 04,8.0,admissions,2016/2017,09. 65-74 år
År 2 uge 04,7.0,admissions,2017/2018,09. 65-74 år
År 2 uge 04,6.0,admissions,2018/2019,09. 65-74 år
År 2 uge 04,7.0,admissions,2019/2020,09. 65-74 år
År 2 uge 04,0.0,admissions,2020/2021,09. 65-74 år
År 2 uge 04,1.0,admissions,2021/2022,09. 65-74 år
År 2 uge 04,9.0,admissions,2022/2023,09. 65-74 år
År 2 uge 05,6.0,admissions,2015/2016,09. 65-74 år
År 2 uge 05,6.0,admissions,2016/2017,09. 65-74 år
År 2 uge 05,5.0,admissions,2017/2018,09. 65-74 år
År 2 uge 05,14.0,admissions,2018/2019,09. 65-74 år
År 2 uge 05,7.0,admissions,2019/2020,09. 65-74 år
År 2 uge 05,0.0,admissions,2020/2021,09. 65-74 år
År 2 uge 05,0.0,admissions,2021/2022,09. 65-74 år
År 2 uge 05,9.0,admissions,2022/2023,09. 65-74 år
År 2 uge 06,2.0,admissions,2015/2016,09. 65-74 år
År 2 uge 06,9.0,admissions,2016/2017,09. 65-74 år
År 2 uge 06,11.0,admissions,2017/2018,09. 65-74 år
År 2 uge 06,17.0,admissions,2018/2019,09. 65-74 år
År 2 uge 06,8.0,admissions,2019/2020,09. 65-74 år
År 2 uge 06,0.0,admissions,2020/2021,09. 65-74 år
År 2 uge 06,0.0,admissions,2021/2022,09. 65-74 år
År 2 uge 06,8.0,admissions,2022/2023,09. 65-74 år
År 2 uge 07,5.0,admissions,2015/2016,09. 65-74 år
År 2 uge 07,8.0,admissions,2016/2017,09. 65-74 år
År 2 uge 07,22.0,admissions,2017/2018,09. 65-74 år
År 2 uge 07,15.0,admissions,2018/2019,09. 65-74 år
År 2 uge 07,5.0,admissions,2019/2020,09. 65-74 år
År 2 uge 07,0.0,admissions,2020/2021,09. 65-74 år
År 2 uge 07,1.0,admissions,2021/2022,09. 65-74 år
År 2 uge 07,2.0,admissions,2022/2023,09. 65-74 år
År 2 uge 08,7.0,admissions,2015/2016,09. 65-74 år
År 2 uge 08,10.0,admissions,2016/2017,09. 65-74 år
År 2 uge 08,16.0,admissions,2017/2018,09. 65-74 år
År 2 uge 08,16.0,admissions,2018/2019,09. 65-74 år
År 2 uge 08,4.0,admissions,2019/2020,09. 65-74 år
År 2 uge 08,0.0,admissions,2020/2021,09. 65-74 år
År 2 uge 08,0.0,admissions,2021/2022,09. 65-74 år
År 2 uge 08,6.0,admissions,2022/2023,09. 65-74 år
År 2 uge 09,6.0,admissions,2015/2016,09. 65-74 år
År 2 uge 09,7.0,admissions,2016/2017,09. 65-74 år
År 2 uge 09,16.0,admissions,2017/2018,09. 65-74 år
År 2 uge 09,11.0,admissions,2018/2019,09. 65-74 år
År 2 uge 09,6.0,admissions,2019/2020,09. 65-74 år
År 2 uge 09,0.0,admissions,2020/2021,09. 65-74 år
År 2 uge 09,1.0,admissions,2021/2022,09. 65-74 år
År 2 uge 10,6.0,admissions,2015/2016,09. 65-74 år
År 2 uge 10,6.0,admissions,2016/2017,09. 65-74 år
År 2 uge 10,22.0,admissions,2017/2018,09. 65-74 år
År 2 uge 10,6.0,admissions,2018/2019,09. 65-74 år
År 2 uge 10,7.0,admissions,2019/2020,09. 65-74 år
År 2 uge 10,0.0,admissions,2020/2021,09. 65-74 år
År 2 uge 10,0.0,admissions,2021/2022,09. 65-74 år
År 2 uge 11,6.0,admissions,2015/2016,09. 65-74 år
År 2 uge 11,2.0,admissions,2016/2017,09. 65-74 år
År 2 uge 11,17.0,admissions,2017/2018,09. 65-74 år
År 2 uge 11,7.0,admissions,2018/2019,09. 65-74 år
År 2 uge 11,7.0,admissions,2019/2020,09. 65-74 år
År 2 uge 11,0.0,admissions,2020/2021,09. 65-74 år
År 2 uge 11,0.0,admissions,2021/2022,09. 65-74 år
År 2 uge 12,5.0,admissions,2015/2016,09. 65-74 år
År 2 uge 12,1.0,admissions,2016/2017,09. 65-74 år
År 2 uge 12,18.0,admissions,2017/2018,09. 65-74 år
År 2 uge 12,3.0,admissions,2018/2019,09. 65-74 år
År 2 uge 12,14.0,admissions,2019/2020,09. 65-74 år
År 2 uge 12,1.0,admissions,2020/2021,09. 65-74 år
År 2 uge 12,0.0,admissions,2021/2022,09. 65-74 år
År 2 uge 13,8.0,admissions,2015/2016,09. 65-74 år
År 2 uge 13,4.0,admissions,2016/2017,09. 65-74 år
År 2 uge 13,14.0,admissions,2017/2018,09. 65-74 år
År 2 uge 13,10.0,admissions,2018/2019,09. 65-74 år
År 2 uge 13,5.0,admissions,2019/2020,09. 65-74 år
År 2 uge 13,0.0,admissions,2020/2021,09. 65-74 år
År 2 uge 13,0.0,admissions,2021/2022,09. 65-74 år
År 2 uge 14,3.0,admissions,2015/2016,09. 65-74 år
År 2 uge 14,4.0,admissions,2016/2017,09. 65-74 år
År 2 uge 14,12.0,admissions,2017/2018,09. 65-74 år
År 2 uge 14,4.0,admissions,2018/2019,09. 65-74 år
År 2 uge 14,2.0,admissions,2019/2020,09. 65-74 år
År 2 uge 14,0.0,admissions,2020/2021,09. 65-74 år
År 2 uge 14,0.0,admissions,2021/2022,09. 65-74 år
År 2 uge 15,2.0,admissions,2015/2016,09. 65-74 år
År 2 uge 15,4.0,admissions,2016/2017,09. 65-74 år
År 2 uge 15,9.0,admissions,2017/2018,09. 65-74 år
År 2 uge 15,4.0,admissions,2018/2019,09. 65-74 år
År 2 uge 15,0.0,admissions,2019/2020,09. 65-74 år
År 2 uge 15,0.0,admissions,2020/2021,09. 65-74 år
År 2 uge 15,0.0,admissions,2021/2022,09. 65-74 år
År 2 uge 16,1.0,admissions,2015/2016,09. 65-74 år
År 2 uge 16,0.0,admissions,2016/2017,09. 65-74 år
År 2 uge 16,3.0,admissions,2017/2018,09. 65-74 år
År 2 uge 16,5.0,admissions,2018/2019,09. 65-74 år
År 2 uge 16,1.0,admissions,2019/2020,09. 65-74 år
År 2 uge 16,0.0,admissions,2020/2021,09. 65-74 år
År 2 uge 16,0.0,admissions,2021/2022,09. 65-74 år
År 2 uge 17,2.0,admissions,2015/2016,09. 65-74 år
År 2 uge 17,0.0,admissions,2016/2017,09. 65-74 år
År 2 uge 17,3.0,admissions,2017/2018,09. 65-74 år
År 2 uge 17,2.0,admissions,2018/2019,09. 65-74 år
År 2 uge 17,0.0,admissions,2019/2020,09. 65-74 år
År 2 uge 17,0.0,admissions,2020/2021,09. 65-74 år
